case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs,lm_v7_allowed,lm_v7_candidates,lm_v7_coverage_allowed,lm_v7_coverage_pressure,lm_v7_keyframe_pressure,lm_v7_lba_pressure,lm_v7_probation_culled_found_ratio,lm_v7_probation_culled_low_obs,lm_v7_probation_low_use_rejected,lm_v7_probation_matured,lm_v7_probation_pose_use_chi2_weight,lm_v7_probation_pose_use_chi2_weighted_sum,lm_v7_probation_pose_use_edges,lm_v7_probation_pose_use_inliers,lm_v7_probation_prebad,lm_v7_probation_residual_rejected,lm_v7_probation_score_recent,lm_v7_probation_survived,lm_v7_quota_rejected,lm_v7_rejected,lm_v7_scale_pressure,lm_v7_state_allowed,lm_v7_total_boundary_features,lm_v7_tracking_pressure,lm_v7_unmatched_boundary_cells,lm_v7_unmatched_boundary_features
wrpy_v7_original,40,1341846649.106188,1,26,1604,374,183,0.354519,0.014006,0.345771,389.0,12.0,20.0,546.0,5.0,8.0,5.0,17.0,17.0,,,,,,,,,0.0,8.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,35.0,0.0,,,,,,,0.0,1.0,0.0,0.0,2.0,3.957716,2.0,2.0,0.0,0.0,3.0,2.0,,,,,,,,
wrpy_v7_original,41,1341846649.142042,1,27,1608,414,204,0.367235,0.012716,0.307432,352.0,14.0,8.0,537.0,0.0,2.0,,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,26.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.934322,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,40.0,0.0,5.0,16.0
wrpy_v7_original,48,1341846649.383973,1,28,1479,334,163,0.459745,0.008267,0.345423,406.0,15.0,12.0,544.0,1.0,0.0,31.0,64.0,64.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,44.0,0.0,,,,,,,0.0,0.0,0.0,1.0,23.0,59.704595999999995,23.0,20.0,1.0,0.0,3.0,1.0,,,,,,,,
wrpy_v7_original,49,1341846649.416053,1,29,1541,385,192,0.490294,0.030550,0.366794,414.0,8.0,15.0,547.0,1.0,0.0,4.0,23.0,23.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,0.0,,,,,,,0.0,0.0,0.0,0.0,10.0,5.3578,10.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,50,1341846649.448084,1,30,1615,366,201,0.506436,0.016141,0.324704,417.0,11.0,8.0,511.0,1.0,0.0,5.0,61.0,61.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,0.0,,,,,,,0.0,0.0,0.0,1.0,10.0,5.3578,10.0,10.0,0.0,0.0,1.0,0.0,,,,,,,,
wrpy_v7_original,51,1341846649.484154,1,31,1671,438,256,0.522102,0.015666,0.348145,429.0,13.0,11.0,522.0,3.0,4.0,14.0,39.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,51.0,0.0,5.0,23.0
wrpy_v7_original,57,1341846649.710937,1,32,1574,378,188,0.600217,0.015264,0.335755,476.0,16.0,18.0,488.0,13.0,74.0,42.0,42.0,42.0,,,,,,,,,0.0,74.0,20.0,0.0,74.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,28.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,
wrpy_v7_original,58,1341846649.746112,1,33,1592,395,215,0.620759,0.020542,0.348984,461.0,8.0,8.0,514.0,0.0,0.0,,27.0,27.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,59,1341846649.778019,1,34,1697,406,235,0.634085,0.013326,0.213070,605.0,24.0,55.0,332.0,1.0,8.0,10.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,92.0,0.0,8.0,66.0
wrpy_v7_original,60,1341846649.810257,1,35,1803,417,183,0.641442,0.007357,0.192793,646.0,24.0,31.0,312.0,2.0,2.0,6.0,10.0,10.0,,,,,,,,,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.180229,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,67,1341846650.046184,1,35,1688,391,201,0.759328,0.014385,0.295524,560.0,10.0,6.0,409.0,10.0,6.0,19.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,6.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,10.0,10.0,106.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.180229,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,5.0,15.0
wrpy_v7_original,68,1341846650.078250,1,36,1620,422,239,0.778824,0.019497,0.262360,575.0,5.0,18.0,346.0,6.0,18.0,12.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,15.0,9.0,18.0,6.0,1.0,2.0,1.0,1.0,0.0,1.0,7.0,6.0,6.0,89.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.452071,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,55.0,0.0,8.0,37.0
wrpy_v7_original,69,1341846650.114215,1,37,1679,435,262,0.791397,0.012573,0.284072,525.0,7.0,9.0,439.0,2.0,1.0,3.0,30.0,30.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,84.0,0.0,,,,,,,0.0,0.0,0.0,0.0,4.0,0.552964,4.0,4.0,0.0,0.0,2.0,2.0,,,,,,,,
wrpy_v7_original,70,1341846650.146137,1,38,1703,449,256,0.804612,0.013215,0.304954,489.0,11.0,4.0,466.0,4.0,1.0,8.0,19.0,19.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,59.0,0.0,,,,,,,0.0,0.0,0.0,1.0,6.0,0.670308,6.0,6.0,0.0,0.0,2.0,1.0,,,,,,,,
wrpy_v7_original,74,1341846650.282167,1,38,1619,392,204,0.856162,0.026481,0.264961,605.0,21.0,24.0,328.0,3.0,1.0,16.0,49.0,49.0,,,,,,,,,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,43.0,0.0,,,,,,,0.0,0.0,0.0,1.0,11.0,39.185553,11.0,11.0,0.0,0.0,1.0,0.0,,,,,,,,
wrpy_v7_original,75,1341846650.314158,1,39,1668,409,257,0.874241,0.018079,0.284919,533.0,11.0,15.0,433.0,0.0,0.0,,17.0,17.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,76,1341846650.350453,1,40,1712,444,290,0.885686,0.011444,0.307959,476.0,14.0,2.0,470.0,0.0,2.0,,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,28.0,0.0,5.0,7.0
wrpy_v7_original,77,1341846650.382075,1,41,1717,440,268,0.905934,0.020249,0.301292,478.0,11.0,12.0,441.0,0.0,0.0,,11.0,11.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,18.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,4.304224,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,81,1341846650.514091,1,41,1608,357,173,0.967840,0.018739,0.322861,432.0,16.0,13.0,513.0,0.0,0.0,,16.0,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,4.304224,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,
wrpy_v7_original,82,1341846650.550746,1,42,1631,398,196,0.984690,0.016850,0.351794,418.0,24.0,11.0,547.0,0.0,0.0,,21.0,21.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,83,1341846650.582069,1,43,1944,407,233,1.007304,0.022614,0.100247,775.0,15.0,10.0,137.0,1.0,4.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,0.0,4.0,11.0
wrpy_v7_original,88,1341846650.750112,1,44,2167,455,264,1.056499,0.009471,0.128796,688.0,6.0,2.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,67.2684,8.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,95,1341846650.986247,1,44,2164,463,213,1.154432,0.013360,0.141185,718.0,19.0,43.0,156.0,3.0,8.0,31.0,64.0,64.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,8.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,5.0,3.0,3.0,117.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,67.2684,8.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,176.0,0.0,16.0,128.0
wrpy_v7_original,96,1341846651.018106,1,45,2227,506,258,1.163393,0.008961,0.150433,694.0,22.0,19.0,195.0,4.0,18.0,20.0,52.0,52.0,,,,,,,,,0.0,15.0,18.0,17.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,82.0,0.0,,,,,,,0.0,0.0,0.0,0.0,2.0,14.035864,2.0,1.0,0.0,1.0,2.0,1.0,,,,,,,,
wrpy_v7_original,97,1341846651.050482,1,46,2384,558,326,1.181919,0.018526,0.162207,696.0,16.0,21.0,217.0,3.0,5.0,20.0,37.0,37.0,,,,,,,,,0.0,4.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,58.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,3.427206,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,98,1341846651.086169,1,47,2408,582,309,1.199242,0.017324,0.132959,690.0,29.0,23.0,163.0,0.0,8.0,,26.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,7.0,8.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,,51.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.045334,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,84.0,0.0,8.0,40.0
wrpy_v7_original,99,1341846651.118423,1,43,2270,536,273,1.222669,0.023427,0.149980,660.0,18.0,14.0,195.0,2.0,10.0,14.0,39.0,39.0,,,,,,,,,0.0,8.0,2.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,35.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,
wrpy_v7_original,100,1341846651.154189,1,44,2336,596,357,1.240023,0.017354,0.169616,718.0,27.0,28.0,209.0,1.0,8.0,11.0,24.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1.0,1.0,43.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,3.0,136.0,0.0,12.0,74.0
wrpy_v7_original,101,1341846651.186391,1,45,2461,581,341,1.252554,0.012531,0.113454,695.0,5.0,7.0,132.0,2.0,2.0,5.0,13.0,13.0,,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,26.0,0.0,,,,,,,0.0,0.0,0.0,0.0,3.0,232.12032,3.0,2.0,0.0,1.0,3.0,2.0,,,,,,,,
wrpy_v7_original,102,1341846651.218036,1,46,2491,627,379,1.264073,0.011519,0.130244,702.0,5.0,4.0,153.0,0.0,0.0,,41.0,41.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,15.0,0.0,,,,,,,0.0,0.0,0.0,0.0,6.0,15.113526,6.0,6.0,0.0,0.0,2.0,2.0,,,,,,,,
wrpy_v7_original,106,1341846651.354135,1,47,2342,542,271,1.313164,0.012536,0.181484,677.0,38.0,23.0,215.0,1.0,5.0,5.0,70.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,30.690300999999998,19.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,71.0,0.0,7.0,29.0
wrpy_v7_original,107,1341846651.386180,1,48,2381,592,335,1.328233,0.015068,0.158701,709.0,36.0,23.0,173.0,2.0,11.0,10.0,62.0,62.0,,,,,,,,,0.0,5.0,11.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,24.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.025426,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,108,1341846651.422237,1,49,2469,577,321,1.344543,0.016310,0.168457,644.0,14.0,14.0,215.0,3.0,0.0,4.0,15.0,15.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,31.0,0.0,,,,,,,0.0,0.0,0.0,0.0,3.0,2.878383,3.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,109,1341846651.492135,1,50,2539,575,289,1.370021,0.025478,0.192129,665.0,30.0,12.0,231.0,1.0,5.0,0.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.994065,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,8.0,22.0
wrpy_v7_original,111,1341846651.560316,1,50,2459,513,209,1.402635,0.018339,0.177406,706.0,27.0,33.0,203.0,3.0,16.0,8.0,19.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,13.0,7.0,16.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,8.0,37.0
wrpy_v7_original,112,1341846651.590585,1,51,2579,554,253,1.420273,0.017638,0.194954,721.0,35.0,28.0,223.0,17.0,35.0,20.0,20.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,24.0,32.0,35.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,17.0,17.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,67.0,0.0,8.0,29.0
wrpy_v7_original,113,1341846651.622176,1,52,2671,580,262,1.437893,0.017619,0.161553,756.0,21.0,32.0,152.0,8.0,18.0,13.0,16.0,14.0,,,,,,,,,0.0,3.0,15.0,4.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,19.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,16.965424,1.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,
