run,frame,applied,reason,estimated_step,allowed_step,step_ratio,support_low,keyframe_pressure,motion_pressure,static_inliers,static_grid_coverage,v20_cluster_hits
wrpy_v20,167,1,,0.019805,0.018,1.100286,1,1,0,69,0.015951,0
wrpy_v20,178,1,,0.018437,0.018,1.024299,1,1,0,71,0.016927,0
wrpy_v20,182,1,,0.029136,0.018,1.881183,1,1,0,136,0.028646,0
wrpy_v20,184,1,,0.018714,0.018,1.333844,1,1,0,114,0.023763,0
wrpy_v20,187,1,,0.024116,0.018,1.836762,1,1,0,124,0.026693,0
wrpy_v20,189,1,,0.020857,0.018,1.623143,1,1,0,135,0.029297,0
wrpy_v20,193,1,,0.018521,0.018,1.410587,1,1,0,159,0.03418,0
wrpy_v20,194,1,,0.029792,0.018,2.269051,1,1,1,154,0.034831,0
wrpy_v20,196,1,,0.035448,0.018,2.682833,1,1,1,101,0.020833,0
wrpy_v20,197,1,,0.050668,0.018,3.834711,1,1,1,125,0.029948,0
wrpy_v20,198,1,,0.025303,0.018,1.914985,1,1,0,176,0.041667,0
wrpy_v20,199,1,,0.051808,0.018,3.658068,1,1,1,114,0.026042,0
wrpy_v20,200,1,,0.079423,0.018,5.084518,1,1,1,143,0.030924,0
wrpy_v20,201,1,,0.036059,0.018,2.308402,1,1,1,120,0.030924,0
wrpy_v20,202,1,,0.039608,0.018,2.418436,1,1,1,109,0.026367,0
wrpy_v20,203,1,,0.068172,0.018,4.004971,1,1,1,134,0.032227,0
wrpy_v20,204,1,,0.01823,0.018,1.028422,1,1,0,156,0.037435,0
wrpy_v20,206,1,,0.063914,0.018,3.550822,1,1,1,170,0.040039,0
wrpy_v20,207,1,,0.039309,0.018,2.183868,1,1,1,152,0.034831,0
wrpy_v20,209,1,,0.024964,0.018,1.386889,1,1,0,197,0.044922,0
wrpy_v20,210,1,,0.037216,0.018,2.067558,1,1,1,233,0.049479,0
wrpy_v20,212,1,,0.020565,0.018,1.142524,1,1,0,168,0.037435,0
wrpy_v20,213,1,,0.028019,0.018,1.556633,1,1,0,216,0.045898,0
wrpy_v20,214,1,,0.033363,0.018,1.853489,1,1,0,220,0.043294,0
wrpy_v20,215,1,,0.02068,0.018,1.148909,1,1,0,139,0.035156,0
wrpy_v20,216,1,,0.02106,0.018,1.170007,1,1,0,187,0.041016,0
wrpy_v20,217,1,,0.038604,0.018,2.144695,1,1,1,205,0.042318,0
wrpy_v20,218,1,,0.040397,0.018,2.244266,1,1,1,99,0.024414,0
wrpy_v20,219,1,,0.036339,0.018,2.018853,1,1,1,180,0.036133,0
wrpy_v20,220,1,,0.035622,0.018,1.978991,1,1,0,200,0.041341,0
wrpy_v20,222,1,,0.0551,0.018,3.061102,1,1,1,190,0.036784,0
wrpy_v20,223,1,,0.09922,0.018,5.51225,1,1,1,162,0.032878,0
wrpy_v20,224,1,,0.024997,0.018,1.388727,1,1,0,97,0.025391,0
wrpy_v20,225,1,,0.026421,0.018,1.467844,1,1,0,214,0.043945,0
wrpy_v20,226,1,,0.022782,0.018,1.265642,1,1,0,230,0.044596,0
wrpy_v20,227,1,,0.021587,0.018,1.199268,1,1,0,202,0.041667,0
wrpy_v20,228,1,,0.019861,0.018,1.103412,1,1,0,228,0.043945,0
wrpy_v20,229,1,,0.026704,0.018,1.483556,1,1,0,238,0.042318,0
wrpy_v20,230,1,,0.029803,0.018,1.655734,1,1,0,270,0.047526,0
wrpy_v20,231,1,,0.034104,0.018,1.894679,1,1,0,280,0.048503,0
wrpy_v20,235,1,,0.019888,0.018,1.104877,1,1,0,224,0.037435,0
wrpy_v20,238,1,,0.021095,0.018,1.171962,1,1,0,243,0.045573,0
wrpy_v20,239,1,,0.035913,0.018,1.995146,1,1,0,225,0.036133,0
wrpy_v20,240,1,,0.071506,0.018,3.972577,1,1,1,159,0.02832,0
wrpy_v20,241,1,,0.023478,0.018,1.304315,1,1,0,164,0.033203,0
wrpy_v20,242,1,,0.066961,0.018,3.720049,1,1,1,207,0.040365,0
wrpy_v20,243,1,,0.057585,0.018,3.19916,1,1,1,198,0.041341,0
wrpy_v20,255,1,,0.029349,0.018,1.630522,1,1,0,180,0.030924,0
wrpy_v20,256,1,,0.032965,0.018,1.831366,1,1,0,191,0.035156,0
wrpy_v20,258,1,,0.019608,0.018,1.117352,1,1,0,199,0.036458,0
wrpy_v20,259,1,,0.025212,0.018,1.436679,1,1,0,180,0.035482,0
wrpy_v20,268,1,,0.019771,0.018,1.294752,1,1,0,199,0.038411,0
wrpy_v20,269,1,,0.018524,0.018,1.213103,1,1,0,220,0.042318,0
wrpy_v20,271,1,,0.026619,0.018,1.808496,1,1,0,172,0.032878,0
wrpy_v20,272,1,,0.01801,0.018,1.223609,1,1,0,222,0.039714,0
wrpy_v20,274,1,,0.018276,0.018,1.335152,1,1,0,149,0.029948,0
wrpy_v20,278,1,,0.027834,0.018,2.033407,1,1,1,109,0.021484,0
wrpy_v20,286,1,,0.027221,0.018,1.95897,1,1,0,137,0.032552,0
wrpy_v20,290,1,,0.02699,0.018,1.942359,1,1,0,183,0.038411,0
wrpy_v20,291,1,,0.025859,0.018,1.860971,1,1,0,194,0.037435,0
wrpy_v20,293,1,,0.036995,0.018,2.662336,1,1,1,216,0.042318,0
wrpy_v20,295,1,,0.018287,0.018,1.316057,1,1,0,142,0.032552,0
wrpy_v20,296,1,,0.036615,0.018,2.603145,1,1,1,183,0.038411,0
wrpy_v20,297,1,,0.025905,0.018,1.760012,1,1,0,242,0.045898,0
wrpy_v20,299,1,,0.031001,0.018,2.204002,1,1,1,258,0.049479,0
wrpy_v20,312,1,,0.026631,0.018,1.612173,1,1,0,228,0.048503,0
wrpy_v20,319,1,,0.018529,0.018,1.080683,1,1,0,123,0.027669,0
wrpy_v20,320,1,,0.019871,0.018,1.121939,1,1,0,233,0.043294,0
wrpy_v20,393,1,,0.018332,0.018,1.563305,1,1,0,259,0.048503,0
wrpy_v20,421,1,,0.020979,0.018,2.062867,1,1,1,141,0.029622,0
wrpy_v20,452,1,,0.007121,0.00672,1.907426,1,1,0,127,0.027018,0
wrpy_v20,453,1,,0.008108,0.007096,2.056791,1,1,1,129,0.027995,0
wrpy_v20,456,1,,0.010824,0.007096,2.745691,1,1,1,155,0.033203,0
wrpy_v20,460,1,,0.015199,0.006527,4.191533,1,1,1,109,0.025391,0
wrpy_v20,464,1,,0.018459,0.007096,4.682616,1,1,1,178,0.036133,0
wrpy_v20,466,1,,0.017796,0.007353,4.356333,1,1,1,180,0.038737,0
wrpy_v20,467,1,,0.011535,0.007545,2.752018,1,1,1,180,0.040365,0
wrpy_v20,468,1,,0.010548,0.007937,2.391959,1,1,1,168,0.034505,0
wrpy_v20,471,1,,0.012963,0.008361,2.790621,1,1,1,165,0.036784,0
wrpy_v20,474,1,,0.039867,0.008598,8.346065,1,1,1,104,0.026693,0
wrpy_v20,475,1,,0.010022,0.008759,2.059678,1,1,1,131,0.032227,0
wrpy_v20,477,1,,0.063019,0.008759,12.951187,1,1,1,139,0.03418,0
wrpy_v20,478,1,,0.05503,0.009167,10.805198,1,1,1,98,0.025391,0
wrpy_v20,480,1,,0.015841,0.011665,2.444367,1,1,1,228,0.049479,0
wrpy_v20,481,1,,0.015864,0.011923,2.39495,1,1,1,230,0.044922,0
wrpy_v20,548,1,,0.020981,0.016624,2.271698,1,1,1,321,0.049154,0
wrpy_v20,549,1,,0.030023,0.016624,3.250737,1,1,1,301,0.04362,0
wrpy_v20,571,1,,0.017783,0.013396,2.389461,1,1,1,161,0.021484,0
wrpy_v20,572,1,,0.015144,0.014083,1.935597,1,1,0,118,0.016602,0
wrpy_v20,575,1,,0.026107,0.016708,2.81252,1,1,1,124,0.01888,0
wrpy_v20,578,1,,0.047691,0.018,4.361275,1,1,1,135,0.019857,1
wrpy_v20,579,0,v20_cluster_extreme_sparse_support,0.098078,0.018,8.969075,1,1,1,57,0.012695,2
wrpy_v20,580,0,v20_cluster_extreme_sparse_support,0.076532,0.018,6.998792,1,1,1,111,0.017904,3
wrpy_v20,581,1,,0.083026,0.018,7.592647,1,1,1,202,0.025716,3
wrpy_v20,582,1,,0.027034,0.018,2.472183,1,1,1,164,0.026693,3
wrpy_v20,583,1,,0.042044,0.018,3.306137,1,1,1,158,0.025065,3
wrpy_v20,584,1,,0.039451,0.018,3.102213,1,1,1,148,0.024414,3
wrpy_v20,585,1,,0.027984,0.018,2.110988,1,1,1,164,0.028971,3
wrpy_v20,586,1,,0.021461,0.018,1.563411,1,1,0,152,0.027995,3
wrpy_v20,587,1,,0.028589,0.018,2.031888,1,1,1,201,0.033529,2
wrpy_v20,589,1,,0.038555,0.018,2.634119,1,1,1,274,0.041341,0
wrpy_v20,590,1,,0.020164,0.018,1.286605,1,1,0,283,0.045247,0
wrpy_v20,591,1,,0.018476,0.018,1.14213,1,1,0,269,0.049154,0
wrpy_v20,606,1,,0.044687,0.018,2.762455,1,1,1,246,0.044596,0
wrpy_v20,615,1,,0.019434,0.018,1.521577,1,1,0,265,0.049479,0
wrpy_v20,648,1,,0.025127,0.018,1.760433,1,1,0,282,0.049154,0
wrpy_v20,666,1,,0.025036,0.018,1.766204,1,1,0,270,0.048177,0
wrpy_v20,669,1,,0.029485,0.018,2.064036,1,1,1,260,0.044922,0
wrpy_v20,670,1,,0.046227,0.018,3.156773,1,1,1,239,0.045247,0
wrpy_v20,671,1,,0.032983,0.018,2.232191,1,1,1,179,0.033203,0
wrpy_v20,672,1,,0.04305,0.018,2.819093,1,1,1,178,0.033854,0
wrpy_v20,673,1,,0.026946,0.018,1.690161,1,1,0,174,0.035807,0
wrpy_v20,679,1,,0.021055,0.018,1.441882,1,1,0,169,0.029622,0
wrpy_v20,688,1,,0.027023,0.018,1.789934,1,1,0,98,0.019531,0
wrpy_v20,689,1,,0.068287,0.018,4.523219,1,1,1,134,0.027344,0
wrpy_v20,691,1,,0.026543,0.018,1.637973,1,1,0,128,0.024414,0
wrpy_v20,692,1,,0.022107,0.018,1.355298,1,1,0,122,0.023438,0
wrpy_v20,693,1,,0.021001,0.018,1.222072,1,1,0,93,0.020508,0
wrpy_v20,694,1,,0.035908,0.018,2.089514,1,1,1,93,0.020182,0
wrpy_v20,696,1,,0.022256,0.018,1.290208,1,1,0,126,0.026367,0
wrpy_v20,697,1,,0.030117,0.018,1.745906,1,1,0,107,0.024089,0
wrpy_v20,699,1,,0.032781,0.018,1.821184,1,1,0,158,0.033529,0
wrpy_v20,702,1,,0.043458,0.018,2.519328,1,1,1,172,0.036784,0
wrpy_v20,703,1,,0.018677,0.018,1.136393,1,1,0,164,0.033854,0
wrpy_v20,704,1,,0.02601,0.018,1.582638,1,1,0,105,0.022786,0
wrpy_v20,706,1,,0.020918,0.018,1.212637,1,1,0,155,0.034505,0
wrpy_v20,709,1,,0.02165,0.018,1.202758,1,1,0,167,0.033529,0
wrpy_v20,712,1,,0.022479,0.018,1.248851,1,1,0,140,0.030273,0
wrpy_v20,713,1,,0.022143,0.018,1.23017,1,1,0,166,0.034831,0
wrpy_v20,759,1,,0.013317,0.010192,2.351946,1,1,1,216,0.040039,0
wrpy_v20,767,1,,0.013017,0.009856,2.37742,1,1,1,208,0.042643,0
wrpy_v20,768,1,,0.012335,0.009856,2.252788,1,1,1,202,0.038411,0
wrpy_v20,769,1,,0.013931,0.009856,2.544368,1,1,1,184,0.034831,0
wrpy_v20,772,1,,0.009652,0.00955,1.819239,1,1,0,209,0.038086,0
wrpy_v20,773,1,,0.021752,0.00955,4.099641,1,1,1,204,0.040039,0
wrpy_v20,776,1,,0.025796,0.011188,4.150335,1,1,1,228,0.041667,0
wrpy_v20,781,1,,0.016099,0.013366,2.168179,1,1,1,208,0.040039,0
wrpy_v20,782,1,,0.01381,0.013493,1.842315,1,1,0,229,0.041992,0
wrpy_v20,786,1,,0.016054,0.015986,1.807553,1,1,0,233,0.044596,0
wrpy_v20,796,1,,0.017635,0.017389,1.825529,1,1,0,222,0.041016,0
wrpy_v20,805,1,,0.027253,0.01792,2.737385,1,1,1,188,0.035156,0
wrpy_v20,806,1,,0.028253,0.018,2.78424,1,1,1,137,0.029948,0
wrpy_v20,807,1,,0.020085,0.018,1.979237,1,1,0,163,0.033203,0
wrpy_v20,809,1,,0.029628,0.018,2.91533,1,1,1,97,0.022461,0
wrpy_v20,811,1,,0.028328,0.018,2.753085,1,1,1,151,0.028971,0
wrpy_v20,812,1,,0.034533,0.018,3.356126,1,1,1,144,0.028971,0
wrpy_v20,813,1,,0.025092,0.018,2.438638,1,1,1,195,0.042643,0
wrpy_v20,814,1,,0.03735,0.018,3.6299,1,1,1,203,0.041341,0
wrpy_v20,815,1,,0.052418,0.018,4.907862,1,1,1,135,0.027018,0
wrpy_v20,817,1,,0.049716,0.018,4.654887,1,1,1,168,0.033529,0
wrpy_v20,818,1,,0.042226,0.018,3.817469,1,1,1,123,0.022135,0
wrpy_v20,819,1,,0.034447,0.018,3.114161,1,1,1,141,0.026042,0
wrpy_v20,820,1,,0.019914,0.018,1.706401,1,1,0,95,0.016276,0
wrpy_v20,822,1,,0.020381,0.018,1.370396,1,1,0,223,0.045247,0
wrpy_v20,823,1,,0.020454,0.018,1.155658,1,1,0,246,0.046549,0
wrpy_v20,824,1,,0.028793,0.018,1.606436,1,1,0,231,0.045573,0
wrpy_v20,825,1,,0.034066,0.018,1.896404,1,1,0,180,0.037109,0
wrpy_v20,826,1,,0.018183,0.018,1.010156,1,1,0,184,0.037435,0
wrpy_v20,827,1,,0.025988,0.018,1.443792,1,1,0,170,0.034831,0
wrpy_v20,828,1,,0.021804,0.018,1.211334,1,1,0,207,0.04362,0
wrpy_v20,829,1,,0.023174,0.018,1.287471,1,1,0,219,0.041016,0
wrpy_v20,830,1,,0.027498,0.018,1.527656,1,1,0,222,0.039714,0
wrpy_v20,831,1,,0.035919,0.018,1.995493,1,1,0,224,0.044596,0
wrpy_v20,832,1,,0.033584,0.018,1.865777,1,1,0,130,0.025391,0
wrpy_v20,833,1,,0.025263,0.018,1.403496,1,1,0,165,0.032227,0
wrpy_v20,834,1,,0.039814,0.018,2.211891,1,1,1,145,0.03125,0
wrpy_v20,836,1,,0.031829,0.018,1.76826,1,1,0,88,0.019206,0
wrpy_v20,837,1,,0.037075,0.018,2.059709,1,1,1,84,0.018555,0
wrpy_v20,838,1,,0.039779,0.018,2.209949,1,1,1,92,0.019206,0
wrpy_v20,840,1,,0.027969,0.018,1.553829,1,1,0,126,0.024089,0
wrpy_v20,841,1,,0.019992,0.018,1.11066,1,1,0,89,0.019206,0
wrpy_v20,842,1,,0.02879,0.018,1.599444,1,1,0,114,0.021159,0
wrpy_v20,843,1,,0.040202,0.018,2.233469,1,1,1,129,0.027018,0
wrpy_v20,844,1,,0.039706,0.018,2.205915,1,1,1,81,0.018555,0
wrpy_v20,845,1,,0.060905,0.018,3.383611,1,1,1,64,0.013672,1
wrpy_v20,846,1,,0.034303,0.018,1.905735,1,1,0,130,0.029622,1
wrpy_v20,847,1,,0.029021,0.018,1.612268,1,1,0,133,0.027669,1
wrpy_v20,848,1,,0.030759,0.018,1.708812,1,1,0,145,0.033529,1
wrpy_v20,853,1,,0.02544,0.018,1.413316,1,1,0,243,0.045573,1
wrpy_v20,871,1,,0.02661,0.018,1.624296,1,1,0,246,0.049154,0
whalfsphere_v20,7,1,,0.047947,0.018,3.742541,1,1,1,108,0.020508,0
whalfsphere_v20,23,1,,0.018392,0.018,1.394118,1,1,0,158,0.029297,0
whalfsphere_v20,28,1,,0.022141,0.018,1.694222,1,1,0,144,0.027995,0
whalfsphere_v20,29,1,,0.026058,0.018,1.975216,1,1,0,172,0.032227,0
whalfsphere_v20,41,1,,0.018268,0.018,1.378606,1,1,0,129,0.022461,0
whalfsphere_v20,43,1,,0.024348,0.018,1.89345,1,1,0,168,0.028971,0
whalfsphere_v20,46,1,,0.023439,0.018,1.756526,1,1,0,212,0.036784,0
whalfsphere_v20,56,1,,0.046354,0.018,3.849619,1,1,1,203,0.035482,0
whalfsphere_v20,61,1,,0.021828,0.018,1.732287,1,1,0,161,0.028971,0
whalfsphere_v20,62,1,,0.021938,0.018,1.713743,1,1,0,140,0.02474,0
whalfsphere_v20,63,1,,0.029478,0.018,2.218743,1,1,1,159,0.028971,0
whalfsphere_v20,64,1,,0.024606,0.018,1.852086,1,1,0,167,0.027018,0
whalfsphere_v20,75,1,,0.027568,0.018,2.227572,1,1,1,81,0.016927,0
whalfsphere_v20,76,1,,0.020358,0.018,1.624024,1,1,0,114,0.02181,0
whalfsphere_v20,82,1,,0.04356,0.018,3.325852,1,1,1,102,0.017578,0
whalfsphere_v20,83,1,,0.01826,0.018,1.377213,1,1,0,138,0.025391,0
whalfsphere_v20,85,1,,0.028961,0.018,2.15218,1,1,1,102,0.019857,0
whalfsphere_v20,87,1,,0.029955,0.018,2.155076,1,1,1,71,0.012695,0
whalfsphere_v20,88,1,,0.039312,0.018,2.921423,1,1,1,52,0.008464,0
whalfsphere_v20,89,1,,0.065027,0.018,4.83237,1,1,1,37,0.007487,1
whalfsphere_v20,90,1,,0.02725,0.018,1.960522,1,1,0,52,0.009115,1
whalfsphere_v20,91,0,v20_cluster_extreme_sparse_support,0.059552,0.018,4.163759,1,1,1,39,0.008464,2
whalfsphere_v20,92,1,,0.043479,0.018,3.039945,1,1,1,62,0.011068,2
whalfsphere_v20,93,1,,0.023503,0.018,1.643315,1,1,0,70,0.013672,2
whalfsphere_v20,94,1,,0.036198,0.018,2.530926,1,1,1,80,0.015625,2
whalfsphere_v20,95,1,,0.04193,0.018,2.931709,1,1,1,98,0.017904,2
whalfsphere_v20,96,1,,0.025184,0.018,1.603383,1,1,0,95,0.017904,2
whalfsphere_v20,97,1,,0.023591,0.018,1.367625,1,1,0,95,0.015951,2
whalfsphere_v20,98,1,,0.028926,0.018,1.64289,1,1,0,95,0.017904,1
whalfsphere_v20,99,1,,0.026755,0.018,1.4864,1,1,0,113,0.020508,1
whalfsphere_v20,100,1,,0.029999,0.018,1.666631,1,1,0,122,0.021484,0
whalfsphere_v20,102,1,,0.034898,0.018,1.938788,1,1,0,180,0.03125,0
whalfsphere_v20,107,1,,0.037688,0.018,2.093763,1,1,1,165,0.02832,0
whalfsphere_v20,108,1,,0.029881,0.018,1.66003,1,1,0,231,0.039714,0
whalfsphere_v20,109,1,,0.019223,0.018,1.067959,1,1,0,205,0.033854,0
whalfsphere_v20,110,1,,0.023581,0.018,1.310079,1,1,0,202,0.03776,0
whalfsphere_v20,112,1,,0.040245,0.018,2.23582,1,1,1,237,0.03776,0
whalfsphere_v20,113,1,,0.032609,0.018,1.811618,1,1,0,222,0.03776,0
whalfsphere_v20,114,1,,0.027363,0.018,1.520183,1,1,0,207,0.03776,0
whalfsphere_v20,116,1,,0.018443,0.018,1.024588,1,1,0,201,0.034505,0
whalfsphere_v20,119,1,,0.030814,0.018,1.711897,1,1,0,240,0.039714,0
whalfsphere_v20,121,1,,0.033668,0.018,1.870424,1,1,0,208,0.039388,0
whalfsphere_v20,123,1,,0.021931,0.018,1.218397,1,1,0,289,0.048177,0
whalfsphere_v20,125,1,,0.019822,0.018,1.101246,1,1,0,311,0.049479,0
whalfsphere_v20,131,1,,0.021285,0.018,1.230043,1,1,0,235,0.041992,0
whalfsphere_v20,137,1,,0.02381,0.018,1.347159,1,1,0,280,0.046224,0
whalfsphere_v20,138,1,,0.025055,0.018,1.41762,1,1,0,247,0.041667,0
whalfsphere_v20,144,1,,0.023937,0.018,1.382466,1,1,0,271,0.046875,0
whalfsphere_v20,155,1,,0.026801,0.018,1.90338,1,1,0,283,0.046875,0
whalfsphere_v20,156,1,,0.028169,0.018,2.000498,1,1,1,307,0.049479,0
whalfsphere_v20,157,1,,0.019129,0.018,1.358505,1,1,0,230,0.041992,0
whalfsphere_v20,159,1,,0.032827,0.018,2.174845,1,1,1,277,0.047526,0
whalfsphere_v20,162,1,,0.035034,0.018,2.086635,1,1,1,278,0.048177,0
whalfsphere_v20,174,1,,0.01911,0.018,1.203178,1,1,0,241,0.045898,0
whalfsphere_v20,176,1,,0.02061,0.018,1.279527,1,1,0,246,0.047852,0
whalfsphere_v20,177,1,,0.028498,0.018,1.665366,1,1,0,236,0.047201,0
whalfsphere_v20,178,1,,0.02577,0.018,1.431674,1,1,0,218,0.043294,0
whalfsphere_v20,184,1,,0.03314,0.018,1.841084,1,1,0,266,0.048177,0
whalfsphere_v20,185,1,,0.037641,0.018,2.091176,1,1,1,247,0.046549,0
whalfsphere_v20,186,1,,0.028575,0.018,1.587489,1,1,0,226,0.042969,0
whalfsphere_v20,187,1,,0.028031,0.018,1.557293,1,1,0,285,0.049805,0
whalfsphere_v20,188,1,,0.048365,0.018,2.686941,1,1,1,246,0.045898,0
whalfsphere_v20,189,1,,0.031781,0.018,1.765592,1,1,0,273,0.045247,0
whalfsphere_v20,197,1,,0.029542,0.018,1.641198,1,1,0,262,0.049805,0
whalfsphere_v20,198,1,,0.029321,0.018,1.628968,1,1,0,248,0.049479,0
whalfsphere_v20,199,1,,0.02887,0.018,1.603916,1,1,0,213,0.043294,0
whalfsphere_v20,206,1,,0.024821,0.018,1.378925,1,1,0,255,0.048503,0
whalfsphere_v20,213,1,,0.019655,0.018,1.091964,1,1,0,262,0.046549,0
whalfsphere_v20,216,1,,0.024359,0.018,1.372836,1,1,0,242,0.046549,0
whalfsphere_v20,220,1,,0.030853,0.018,2.006163,1,1,1,253,0.042643,0
whalfsphere_v20,221,1,,0.020367,0.018,1.324343,1,1,0,226,0.044596,0
whalfsphere_v20,225,1,,0.025745,0.018,1.692365,1,1,0,114,0.020833,0
whalfsphere_v20,226,1,,0.027668,0.018,1.799066,1,1,0,98,0.018229,0
whalfsphere_v20,227,1,,0.039516,0.018,2.401814,1,1,1,136,0.025391,0
whalfsphere_v20,229,1,,0.019654,0.018,1.277947,1,1,0,112,0.022135,0
whalfsphere_v20,232,1,,0.019738,0.018,1.283405,1,1,0,62,0.013997,0
whalfsphere_v20,233,1,,0.031488,0.018,2.047444,1,1,1,60,0.013672,0
whalfsphere_v20,234,1,,0.047474,0.018,2.846494,1,1,1,95,0.021159,0
whalfsphere_v20,235,1,,0.028771,0.018,1.601156,1,1,0,56,0.013021,0
whalfsphere_v20,236,1,,0.043982,0.018,2.44762,1,1,1,81,0.017578,0
whalfsphere_v20,237,1,,0.039287,0.018,2.186378,1,1,1,90,0.020182,0
whalfsphere_v20,238,1,,0.052928,0.018,2.940466,1,1,1,99,0.018229,0
whalfsphere_v20,239,1,,0.067429,0.018,3.746086,1,1,1,67,0.014974,1
whalfsphere_v20,240,1,,0.033638,0.018,1.868803,1,1,0,59,0.013021,1
whalfsphere_v20,242,1,,0.023203,0.018,1.289034,1,1,0,115,0.024089,1
whalfsphere_v20,245,1,,0.050726,0.018,2.818127,1,1,1,139,0.02832,1
whalfsphere_v20,246,1,,0.037139,0.018,2.063268,1,1,1,101,0.022786,1
whalfsphere_v20,247,1,,0.02278,0.018,1.26554,1,1,0,168,0.033854,1
whalfsphere_v20,248,1,,0.034143,0.018,1.896852,1,1,0,157,0.031576,0
whalfsphere_v20,249,1,,0.033582,0.018,1.865654,1,1,0,194,0.036784,0
whalfsphere_v20,253,1,,0.019746,0.018,1.097023,1,1,0,222,0.042969,0
whalfsphere_v20,260,1,,0.019401,0.018,1.077824,1,1,0,269,0.049479,0
