case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_state_allowed,lm_state_candidates,lm_state_keyframe_pressure,lm_state_lba_pressure,lm_state_rejected,lm_state_scale_pressure,lm_state_tracking_pressure,lm_support_promoted_boundary_pairs
wrpy_score_v4_samebuild,20,1341846648.438342,1,11,1560,468,276,0.123172,0.005253,0.137721,686,31,41,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,22,1341846648.506263,1,12,1471,417,242,0.135935,0.004113,0.175218,618,31,36,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,23,1341846648.538249,1,13,1570,460,292,0.138500,0.002566,0.136016,669,26,34,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,24,1341846648.570179,1,14,1675,438,261,0.140785,0.002284,0.151468,659,27,42,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,25,1341846648.606081,1,15,1739,449,241,0.146715,0.005930,0.170153,636,36,26,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,30,1341846648.774049,1,16,1696,446,212,0.201762,0.011915,0.154779,654,18,25,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,31,1341846648.805941,1,17,1632,464,284,0.211325,0.009563,0.177773,640,28,32,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,32,1341846648.838602,1,18,1751,477,305,0.217976,0.006650,0.133958,660,11,49,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,33,1341846648.874088,1,19,1772,486,293,0.230623,0.012647,0.151787,677,24,35,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,34,1341846648.906165,1,20,1675,421,253,0.246724,0.016101,0.175212,670,45,49,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,35,1341846648.942154,1,21,1823,348,137,0.254506,0.007782,0.189352,531,4,12,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,36,1341846648.974090,1,22,1891,395,183,0.277117,0.022610,0.194808,525,10,7,409,0,0,,37,27,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,7,,,,,,,,0
wrpy_score_v4_samebuild,37,1341846649.006157,1,23,1871,450,238,0.299890,0.022773,0.200960,547,10,9,372,1,0,15,32,17,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,,,,,,,,0
wrpy_score_v4_samebuild,38,1341846649.042101,1,24,1611,419,193,0.324202,0.024312,0.299453,383,29,21,518,2,3,3,19,19,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,1,1,0,1,3,2,2,43,,,,,,,,1
wrpy_score_v4_samebuild,39,1341846649.074128,1,25,1613,402,185,0.337830,0.013628,0.319870,405,36,25,529,5,16,28,48,37,2,2,2,2,2,2,2,2,0,11,14,11,16,5,2,2,2,2,0,2,7,5,5,13,,,,,,,,2
wrpy_score_v4_samebuild,40,1341846649.106188,1,26,1632,394,186,0.353221,0.015391,0.345771,389,15,17,546,5,13,12,28,28,1,2,2,2,2,1,1,2,0,13,4,7,13,5,2,2,1,1,0,2,7,5,5,30,,,,,,,,2
wrpy_score_v4_samebuild,41,1341846649.142042,1,27,1644,395,197,0.365087,0.011866,0.307432,352,9,13,537,2,0,20,39,39,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,47,,,,,,,,0
wrpy_score_v4_samebuild,48,1341846649.383973,1,28,1517,338,152,0.466298,0.012937,0.345423,406,19,8,544,0,8,,64,64,2,2,2,2,2,2,2,2,0,6,8,0,8,0,3,3,2,2,0,2,2,0,,46,,,,,,,,2
wrpy_score_v4_samebuild,49,1341846649.416053,1,29,1573,368,187,0.495442,0.029144,0.366794,414,10,13,547,2,2,15,22,22,1,1,1,1,1,1,1,1,0,2,2,0,2,2,1,1,1,1,0,1,3,2,2,39,,,,,,,,1
wrpy_score_v4_samebuild,50,1341846649.448084,1,30,1632,375,198,0.510517,0.015076,0.324704,417,14,5,511,2,1,25,31,31,,,,,,,,,0,1,0,0,1,2,0,0,0,0,0,0,2,2,2,53,,,,,,,,0
wrpy_score_v4_samebuild,51,1341846649.484154,1,31,1656,406,237,0.526153,0.015636,0.348145,429,14,10,522,3,0,23,35,35,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,62,,,,,,,,0
wrpy_score_v4_samebuild,56,1341846649.678101,1,32,1576,365,199,0.589522,0.010487,0.322702,425,5,10,491,0,9,,44,44,1,1,1,1,1,1,1,1,0,5,9,3,9,0,1,1,1,1,0,1,1,0,,38,,,,,,,,1
wrpy_score_v4_samebuild,57,1341846649.710937,1,33,1633,378,198,0.600950,0.011428,0.335755,476,13,21,488,2,9,15,29,29,0,1,1,1,0,0,0,1,1,8,3,1,9,2,2,2,0,0,0,1,3,2,2,27,,,,,,,,1
wrpy_score_v4_samebuild,58,1341846649.746112,1,34,1679,403,226,0.625175,0.024225,0.348984,461,10,6,514,0,0,,22,22,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,34,,,,,,,,0
wrpy_score_v4_samebuild,59,1341846649.778019,1,35,1750,408,223,0.633726,0.008551,0.213070,605,27,52,332,1,3,8,14,14,1,1,1,1,1,1,1,1,0,3,3,0,3,1,1,1,1,1,0,1,2,1,1,26,,,,,,,,1
wrpy_score_v4_samebuild,60,1341846649.810257,1,36,1728,361,172,0.655490,0.021764,0.192793,646,20,35,312,1,9,5,20,20,1,1,1,1,1,1,1,1,3,9,4,9,9,1,3,3,1,1,0,1,2,1,1,33,,,,,,,,1
wrpy_score_v4_samebuild,61,1341846649.846059,1,37,1848,410,197,0.670311,0.014821,0.192565,651,21,26,299,0,0,,16,16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,24,,,,,,,,0
wrpy_score_v4_samebuild,62,1341846649.878137,1,38,1884,468,270,0.685811,0.015500,0.209339,651,38,43,286,1,9,3,9,9,2,2,2,2,2,2,2,2,3,7,9,3,9,1,7,7,2,2,0,2,3,1,1,12,,,,,,,,2
wrpy_score_v4_samebuild,63,1341846649.914184,1,39,1877,456,241,0.716432,0.030621,0.208070,608,27,20,345,0,0,,12,12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,32,,,,,,,,0
wrpy_score_v4_samebuild,68,1341846650.078250,1,39,1708,392,189,0.806631,0.036156,0.262360,575,3,20,346,7,31,46,113,113,3,4,4,4,3,3,3,4,2,26,15,7,31,7,10,10,3,3,0,4,11,7,7,172,,,,,,,,4
wrpy_score_v4_samebuild,69,1341846650.114215,1,40,1757,472,264,0.814414,0.007783,0.284072,525,11,5,439,1,10,2,25,25,1,1,1,1,1,1,1,1,0,8,8,0,10,1,4,4,1,1,0,1,2,1,1,117,,,,,,,,1
wrpy_score_v4_samebuild,70,1341846650.146137,1,41,1799,470,266,0.828946,0.014532,0.304954,489,11,4,466,3,3,19,30,30,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,0,1,4,3,3,73,,,,,,,,1
wrpy_score_v4_samebuild,71,1341846650.182236,1,42,1834,467,268,0.845473,0.016527,0.271979,596,16,22,359,3,18,18,40,40,2,2,2,2,2,2,2,2,5,16,14,13,18,3,6,6,2,2,0,2,5,3,3,85,,,,,,,,2
wrpy_score_v4_samebuild,77,1341846650.382075,1,42,1735,433,230,0.943250,0.018031,0.301292,478,5,18,441,2,7,14,42,42,2,2,2,2,2,2,2,2,2,6,6,7,7,2,2,2,2,2,0,2,4,2,2,69,,,,,,,,2
wrpy_score_v4_samebuild,78,1341846650.414224,1,43,1792,442,211,0.960747,0.017498,0.326038,479,10,8,470,2,11,37,54,54,0,1,1,1,0,0,0,1,1,9,8,3,11,2,4,4,0,0,0,1,3,2,2,62,,,,,,,,1
wrpy_score_v4_samebuild,79,1341846650.450353,1,44,1849,469,262,0.983629,0.022881,0.345736,443,10,5,520,0,0,,31,31,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,41,,,,,,,,0
wrpy_score_v4_samebuild,80,1341846650.484849,1,45,1883,455,265,0.993368,0.009739,0.287562,454,19,16,463,1,2,6,18,18,1,1,1,1,1,1,1,1,0,1,2,0,2,1,1,1,1,1,0,1,2,1,1,27,,,,,,,,1
wrpy_score_v4_samebuild,82,1341846650.550746,1,43,1750,424,214,1.022661,0.012607,0.351794,418,23,12,547,0,0,,23,23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,36,,,,,,,,0
wrpy_score_v4_samebuild,83,1341846650.582069,1,44,2029,425,253,1.048989,0.026327,0.100247,775,11,14,137,1,9,11,11,11,0,1,1,1,0,0,0,1,2,8,5,7,9,1,3,3,0,0,0,1,2,1,1,15,,,,,,,,1
wrpy_score_v4_samebuild,85,1341846650.650422,1,45,2217,497,315,1.066018,0.007602,0.126885,711,4,3,182,0,0,,16,16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,16,,,,,,,,0
wrpy_score_v4_samebuild,87,1341846650.718110,1,46,2357,576,375,1.087873,0.010141,0.114674,735,8,2,152,0,9,,6,6,0,1,1,1,0,0,0,1,2,7,9,7,9,0,3,3,0,0,0,1,1,0,,16,,,,,,,,1
wrpy_score_v4_samebuild,91,1341846650.850139,1,44,2262,505,287,1.141121,0.018516,0.126553,698,2,3,179,0,0,,54,54,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,76,,,,,,,,0
wrpy_score_v4_samebuild,92,1341846650.886238,1,45,2402,474,237,1.153228,0.012107,0.097129,719,9,9,131,1,0,3,60,60,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,72,,,,,,,,0
wrpy_score_v4_samebuild,93,1341846650.918288,1,46,2542,584,347,1.164384,0.011156,0.138158,710,19,16,194,0,11,,47,47,1,1,1,1,1,1,1,1,1,10,10,11,11,0,1,1,1,1,0,1,1,0,,87,,,,,,,,1
wrpy_score_v4_samebuild,94,1341846650.950233,1,47,2584,620,370,1.182796,0.018412,0.158132,682,20,17,212,2,4,10,36,36,,,,,,,,,0,4,1,3,4,2,0,0,0,0,0,0,2,2,2,62,,,,,,,,0
wrpy_score_v4_samebuild,95,1341846650.986247,1,47,2396,511,283,1.199182,0.016385,0.141185,718,29,33,156,1,1,8,40,40,,,,,,,,,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,59,,,,,,,,0
wrpy_score_v4_samebuild,96,1341846651.018106,1,48,2507,578,338,1.210435,0.011253,0.150433,694,23,18,195,0,11,,39,39,1,2,2,2,1,1,1,2,2,9,11,11,11,0,2,2,1,1,0,2,2,0,,50,,,,,,,,2
wrpy_score_v4_samebuild,97,1341846651.050482,1,49,2613,611,356,1.230387,0.019952,0.162207,696,22,15,217,2,0,13,32,32,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,23,,,,,,,,0
wrpy_score_v4_samebuild,98,1341846651.086169,1,50,2624,589,328,1.244852,0.014465,0.132959,690,27,25,163,10,17,43,43,43,,,,,,,,,0,14,9,15,17,10,0,0,0,0,0,0,10,10,10,68,,,,,,,,0
wrpy_score_v4_samebuild,101,1341846651.186391,1,48,2499,557,279,1.292342,0.013904,0.113454,695,8,4,132,0,0,,80,80,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,50,,,,,,,,0
wrpy_score_v4_samebuild,102,1341846651.218036,1,49,2557,597,355,1.303837,0.011495,0.130244,702,3,6,153,0,0,,97,97,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,55,,,,,,,,0
wrpy_score_v4_samebuild,103,1341846651.254031,1,50,2597,656,400,1.312625,0.008788,0.144232,710,16,5,161,0,0,,71,71,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,33,,,,,,,,0
wrpy_score_v4_samebuild,104,1341846651.286406,1,51,2626,676,398,1.323998,0.011373,0.146969,708,26,10,165,0,8,,46,37,0,1,1,1,0,0,0,1,0,6,6,0,8,0,1,1,0,0,0,1,1,0,,9,,,,,,,,1
wrpy_score_v4_samebuild,107,1341846651.386180,1,51,2476,562,306,1.368863,0.015930,0.158701,709,33,26,173,1,3,6,74,74,,,,,,,,,0,2,1,3,3,1,0,0,0,0,0,0,1,1,1,14,,,,,,,,0
wrpy_score_v4_samebuild,108,1341846651.422237,1,52,2543,574,322,1.386881,0.018018,0.168457,644,13,15,215,1,1,6,32,30,,,,,,,,,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,20,,,,,,,,0
wrpy_score_v4_samebuild,109,1341846651.492135,1,53,2657,550,259,1.409575,0.022694,0.192129,665,29,13,231,2,2,6,21,21,,,,,,,,,0,0,2,0,2,2,0,0,0,0,0,0,2,2,2,23,,,,,,,,0
wrpy_score_v4_samebuild,110,1341846651.522099,1,54,2704,591,279,1.425624,0.016049,0.164134,718,38,29,164,4,3,7,12,9,,,,,,,,,0,1,3,3,3,4,0,0,0,0,0,0,4,4,4,7,,,,,,,,0
wrpy_score_v4_samebuild,112,1341846651.590585,1,54,2629,533,195,1.465236,0.017984,0.194954,721,30,33,223,19,11,39,52,42,,,,,,,,,0,8,3,11,11,19,0,0,0,0,0,0,19,19,19,46,,,,,,,,0
wrpy_score_v4_samebuild,113,1341846651.622176,1,55,2708,599,272,1.484208,0.018973,0.161553,756,23,30,152,6,4,10,15,13,,,,,,,,,0,2,4,4,4,6,0,0,0,0,0,0,6,6,6,30,,,,,,,,0
wrpy_score_v4_samebuild,114,1341846651.654223,1,56,2770,609,283,1.505679,0.021471,0.171930,703,26,27,198,0,0,,19,17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,31,,,,,,,,0
wrpy_score_v4_samebuild,115,1341846651.690127,1,57,2793,585,248,1.530645,0.024966,0.192513,655,36,21,221,0,0,,8,7,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,30,,,,,,,,0
wrpy_score_v4_samebuild,117,1341846651.754212,1,57,2706,524,217,1.598431,0.031471,0.170576,670,21,37,184,2,6,10,11,11,1,1,1,1,1,1,1,1,2,6,5,6,6,2,2,2,1,1,0,1,3,2,2,47,,,,,,,,1
wrpy_score_v4_samebuild,118,1341846651.790200,1,58,2774,549,221,1.627834,0.029404,0.193011,622,37,28,217,0,0,,13,13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,48,,,,,,,,0
wrpy_score_v4_samebuild,119,1341846651.822233,1,59,2887,553,224,1.653297,0.025463,0.218118,466,2,6,352,1,0,3,9,6,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,7,,,,,,,,0
wrpy_score_v4_samebuild,120,1341846651.858213,1,60,2989,542,187,1.677482,0.024185,0.227288,484,1,4,389,0,0,,5,5,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,9,,,,,,,,0
wrpy_score_v4_samebuild,122,1341846651.922186,1,61,2851,501,159,1.750194,0.026858,0.331090,373,18,23,408,2,2,13,34,34,,,,,,,,,0,1,1,0,2,2,0,0,0,0,0,0,2,2,2,14,,,,,,,,0
wrpy_score_v4_samebuild,123,1341846651.958047,1,62,2819,530,194,1.779421,0.029227,0.349980,307,9,7,433,1,1,8,30,26,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,17,,,,,,,,0
wrpy_score_v4_samebuild,124,1341846651.990020,1,63,2783,515,186,1.804322,0.024901,0.361234,328,18,8,475,0,0,,16,16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,17,,,,,,,,0
wrpy_score_v4_samebuild,125,1341846652.022081,1,64,2820,479,155,1.845042,0.040720,0.293057,415,29,55,310,1,1,1,9,8,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,10,,,,,,,,0
wrpy_score_v4_samebuild,127,1341846652.090106,1,65,2706,435,141,1.939382,0.038587,0.324997,307,25,24,392,3,2,9,32,32,,,,,,,,,0,2,2,2,2,3,0,0,0,0,0,0,3,3,3,40,,,,,,,,0
wrpy_score_v4_samebuild,128,1341846652.126257,1,66,2748,457,148,1.970392,0.031009,0.272891,359,35,38,308,3,8,6,15,9,,,,,,,,,0,3,5,6,8,3,0,0,0,0,0,0,3,3,3,19,,,,,,,,0
wrpy_score_v4_samebuild,129,1341846652.158232,1,67,2772,459,151,2.006228,0.035837,0.279867,338,16,25,313,0,7,,15,11,1,1,1,1,1,1,1,1,1,5,5,6,7,0,1,1,1,1,0,1,1,0,,17,,,,,,,,1
wrpy_score_v4_samebuild,130,1341846652.190049,1,68,2790,465,140,2.045123,0.038895,0.289508,330,16,37,339,2,2,30,39,38,,,,,,,,,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,25,,,,,,,,0
wrpy_score_v4_samebuild,131,1341846652.225981,1,68,2754,451,127,2.084006,0.038883,0.247601,347,28,38,340,1,1,12,34,33,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,55,,,,,,,,0
wrpy_score_v4_samebuild,132,1341846652.258089,1,69,2836,435,154,2.127757,0.043750,0.254098,400,21,22,253,2,1,10,50,43,,,,,,,,,0,1,0,1,1,2,0,0,0,0,0,0,2,2,2,37,,,,,,,,0
wrpy_score_v4_samebuild,133,1341846652.290189,1,70,2921,408,148,2.164313,0.036556,0.265498,412,14,18,226,2,12,17,81,75,,,,,,,,,0,8,5,12,12,2,0,0,0,0,0,0,2,2,2,28,,,,,,,,0
wrpy_score_v4_samebuild,134,1341846652.326148,1,71,2987,444,130,2.190174,0.025861,0.224421,447,19,25,195,1,0,8,27,17,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,15,,,,,,,,0
wrpy_score_v4_samebuild,139,1341846652.494100,1,72,2923,384,129,2.298944,0.035104,0.179945,411,8,21,141,7,2,63,146,111,0,1,1,1,1,0,0,1,1,2,1,2,2,7,1,1,0,0,0,1,8,7,7,16,,,,,,,,1
wrpy_score_v4_samebuild,140,1341846652.526469,1,73,2947,443,199,2.309128,0.010184,0.181074,375,8,23,144,5,2,9,71,31,1,1,1,1,1,1,1,1,0,2,2,0,2,5,2,2,1,1,0,1,6,5,5,7,,,,,,,,1
wrpy_score_v4_samebuild,141,1341846652.562089,1,74,3027,437,182,2.332816,0.023688,0.198812,339,21,20,193,2,4,11,65,20,0,1,1,1,1,0,0,1,1,2,4,2,4,2,1,1,0,0,0,1,3,2,2,6,,,,,,,,1
wrpy_score_v4_samebuild,142,1341846652.594254,1,75,3039,430,136,2.340602,0.007786,0.223786,350,14,10,238,0,0,,30,15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,0
wrpy_score_v4_samebuild,143,1341846652.626356,1,76,2953,391,141,2.392982,0.052380,0.213389,347,9,16,201,3,0,11,38,29,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,7,,,,,,,,0
wrpy_score_v4_samebuild,144,1341846652.662152,1,77,3051,262,56,2.457152,0.064170,0.229775,327,12,13,215,1,0,3,12,6,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,,,,,,,,0
wrpy_score_v4_samebuild,145,1341846652.694113,1,78,3100,276,64,2.474064,0.016912,0.240192,319,6,20,248,0,0,,12,10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,5,,,,,,,,0
wrpy_score_v4_samebuild,146,1341846652.726378,1,79,3116,287,74,2.477192,0.003128,0.174912,393,5,42,205,2,1,0,4,3,,,,,,,,,0,1,0,1,1,2,0,0,0,0,0,0,2,2,2,2,,,,,,,,0
wrpy_score_v4_samebuild,147,1341846652.762129,1,80,3060,268,60,2.518430,0.041238,0.176947,388,13,30,186,0,0,,3,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_score_v4_samebuild,148,1341846652.794152,1,81,3119,262,53,2.533307,0.014877,0.189681,352,9,29,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,149,1341846652.830250,1,82,3145,272,66,2.584833,0.051526,0.105007,360,3,32,178,1,0,42,42,42,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5,,,,,,,,0
wrpy_score_v4_samebuild,150,1341846652.862014,1,83,3174,292,81,2.604330,0.019497,0.099782,342,4,42,165,2,2,10,12,10,,,,,,,,,0,2,2,0,2,2,0,0,0,0,0,0,2,2,2,1,,,,,,,,0
wrpy_score_v4_samebuild,151,1341846652.894426,1,84,3082,260,75,2.620791,0.016461,0.103626,290,1,23,172,4,1,53,98,98,,,,,,,,,0,0,1,0,1,4,0,0,0,0,0,0,4,4,4,9,,,,,,,,0
wrpy_score_v4_samebuild,152,1341846652.930346,1,85,3113,289,90,2.643174,0.022383,0.096950,313,7,19,175,7,1,60,60,60,,,,,,,,,0,0,1,0,1,7,0,0,0,0,0,0,7,7,7,5,,,,,,,,0
wrpy_score_v4_samebuild,153,1341846652.962213,1,86,3145,255,72,2.681766,0.038592,0.098997,276,4,12,195,1,0,4,34,13,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,,,,,,,,0
wrpy_score_v4_samebuild,154,1341846652.994687,1,87,3144,295,85,2.729653,0.047886,0.112819,312,2,13,189,10,19,180,188,177,,,,,,,,,0,12,7,0,19,10,0,0,0,0,0,0,10,10,10,18,,,,,,,,0
wrpy_score_v4_samebuild,155,1341846653.030292,1,88,3114,303,105,2.774627,0.044974,0.086299,275,10,22,171,0,0,,34,30,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,0
wrpy_score_v4_samebuild,156,1341846653.062672,1,89,3153,285,101,2.803505,0.028878,0.083118,297,11,19,171,1,0,38,92,80,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,19,,,,,,,,0
wrpy_score_v4_samebuild,157,1341846653.099024,1,90,3182,281,101,2.833529,0.030024,0.084788,230,1,9,147,1,0,35,107,100,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,,,,,,,,0
wrpy_score_v4_samebuild,158,1341846653.130475,1,91,3274,311,127,2.842942,0.009413,0.067051,258,2,13,137,1,1,24,96,72,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,9,,,,,,,,0
wrpy_score_v4_samebuild,159,1341846653.162620,1,92,3242,296,125,2.870091,0.027149,0.044525,325,4,14,83,0,2,,76,45,1,1,1,1,1,1,1,1,0,2,2,0,2,0,1,1,1,1,0,1,1,0,,2,,,,,,,,1
wrpy_score_v4_samebuild,160,1341846653.198437,1,93,3328,311,148,2.919595,0.049504,0.048480,322,4,20,87,0,3,,115,75,0,0,1,0,0,0,0,0,0,3,3,0,3,0,2,2,0,0,0,1,1,0,,8,,,,,,,,1
wrpy_score_v4_samebuild,161,1341846653.230042,1,94,3354,335,148,2.941392,0.021797,0.102884,198,5,8,164,2,0,33,171,167,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,13,,,,,,,,0
wrpy_score_v4_samebuild,162,1341846653.262357,1,95,3401,348,146,2.960482,0.019090,0.103190,247,18,26,177,1,3,6,226,175,1,1,1,1,1,1,1,1,0,3,3,0,3,1,2,2,1,1,0,1,2,1,1,7,,,,,,,,1
