case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs,lm_v7_allowed,lm_v7_candidates,lm_v7_coverage_allowed,lm_v7_coverage_pressure,lm_v7_keyframe_pressure,lm_v7_lba_pressure,lm_v7_probation_culled_found_ratio,lm_v7_probation_culled_low_obs,lm_v7_probation_low_use_rejected,lm_v7_probation_matured,lm_v7_probation_pose_use_chi2_weight,lm_v7_probation_pose_use_chi2_weighted_sum,lm_v7_probation_pose_use_edges,lm_v7_probation_pose_use_inliers,lm_v7_probation_prebad,lm_v7_probation_residual_rejected,lm_v7_probation_score_recent,lm_v7_probation_survived,lm_v7_quota_rejected,lm_v7_rejected,lm_v7_scale_pressure,lm_v7_state_allowed,lm_v7_total_boundary_features,lm_v7_tracking_pressure,lm_v7_unmatched_boundary_cells,lm_v7_unmatched_boundary_features
wrpy_score_v4_samebuild,20,1341846648.438342,1,11,1560,468,276,0.123172,0.005253,0.137721,686.0,31.0,41.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,22,1341846648.506263,1,12,1471,417,242,0.135935,0.004113,0.175218,618.0,31.0,36.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,23,1341846648.538249,1,13,1570,460,292,0.138500,0.002566,0.136016,669.0,26.0,34.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,24,1341846648.570179,1,14,1675,438,261,0.140785,0.002284,0.151468,659.0,27.0,42.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,25,1341846648.606081,1,15,1739,449,241,0.146715,0.005930,0.170153,636.0,36.0,26.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,30,1341846648.774049,1,16,1696,446,212,0.201762,0.011915,0.154779,654.0,18.0,25.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,31,1341846648.805941,1,17,1632,464,284,0.211325,0.009563,0.177773,640.0,28.0,32.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,32,1341846648.838602,1,18,1751,477,305,0.217976,0.006650,0.133958,660.0,11.0,49.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,33,1341846648.874088,1,19,1772,486,293,0.230623,0.012647,0.151787,677.0,24.0,35.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,34,1341846648.906165,1,20,1675,421,253,0.246724,0.016101,0.175212,670.0,45.0,49.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,35,1341846648.942154,1,21,1823,348,137,0.254506,0.007782,0.189352,531.0,4.0,12.0,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,36,1341846648.974090,1,22,1891,395,183,0.277117,0.022610,0.194808,525.0,10.0,7.0,409.0,0.0,0.0,,37.0,27.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,37,1341846649.006157,1,23,1871,450,238,0.299890,0.022773,0.200960,547.0,10.0,9.0,372.0,1.0,0.0,15.0,32.0,17.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,38,1341846649.042101,1,24,1611,419,193,0.324202,0.024312,0.299453,383.0,29.0,21.0,518.0,2.0,3.0,3.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,39,1341846649.074128,1,25,1613,402,185,0.337830,0.013628,0.319870,405.0,36.0,25.0,529.0,5.0,16.0,28.0,48.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,11.0,14.0,11.0,16.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,5.0,5.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,40,1341846649.106188,1,26,1632,394,186,0.353221,0.015391,0.345771,389.0,15.0,17.0,546.0,5.0,13.0,12.0,28.0,28.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,13.0,4.0,7.0,13.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,5.0,5.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,41,1341846649.142042,1,27,1644,395,197,0.365087,0.011866,0.307432,352.0,9.0,13.0,537.0,2.0,0.0,20.0,39.0,39.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,47.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,48,1341846649.383973,1,28,1517,338,152,0.466298,0.012937,0.345423,406.0,19.0,8.0,544.0,0.0,8.0,,64.0,64.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,8.0,0.0,8.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,49,1341846649.416053,1,29,1573,368,187,0.495442,0.029144,0.366794,414.0,10.0,13.0,547.0,2.0,2.0,15.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,50,1341846649.448084,1,30,1632,375,198,0.510517,0.015076,0.324704,417.0,14.0,5.0,511.0,2.0,1.0,25.0,31.0,31.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,51,1341846649.484154,1,31,1656,406,237,0.526153,0.015636,0.348145,429.0,14.0,10.0,522.0,3.0,0.0,23.0,35.0,35.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,56,1341846649.678101,1,32,1576,365,199,0.589522,0.010487,0.322702,425.0,5.0,10.0,491.0,0.0,9.0,,44.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,9.0,3.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,57,1341846649.710937,1,33,1633,378,198,0.600950,0.011428,0.335755,476.0,13.0,21.0,488.0,2.0,9.0,15.0,29.0,29.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,58,1341846649.746112,1,34,1679,403,226,0.625175,0.024225,0.348984,461.0,10.0,6.0,514.0,0.0,0.0,,22.0,22.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,59,1341846649.778019,1,35,1750,408,223,0.633726,0.008551,0.213070,605.0,27.0,52.0,332.0,1.0,3.0,8.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,60,1341846649.810257,1,36,1728,361,172,0.655490,0.021764,0.192793,646.0,20.0,35.0,312.0,1.0,9.0,5.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,4.0,9.0,9.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,61,1341846649.846059,1,37,1848,410,197,0.670311,0.014821,0.192565,651.0,21.0,26.0,299.0,0.0,0.0,,16.0,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,62,1341846649.878137,1,38,1884,468,270,0.685811,0.015500,0.209339,651.0,38.0,43.0,286.0,1.0,9.0,3.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,9.0,3.0,9.0,1.0,7.0,7.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,63,1341846649.914184,1,39,1877,456,241,0.716432,0.030621,0.208070,608.0,27.0,20.0,345.0,0.0,0.0,,12.0,12.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,68,1341846650.078250,1,39,1708,392,189,0.806631,0.036156,0.262360,575.0,3.0,20.0,346.0,7.0,31.0,46.0,113.0,113.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,26.0,15.0,7.0,31.0,7.0,10.0,10.0,3.0,3.0,0.0,4.0,11.0,7.0,7.0,172.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,69,1341846650.114215,1,40,1757,472,264,0.814414,0.007783,0.284072,525.0,11.0,5.0,439.0,1.0,10.0,2.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,8.0,0.0,10.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,117.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,70,1341846650.146137,1,41,1799,470,266,0.828946,0.014532,0.304954,489.0,11.0,4.0,466.0,3.0,3.0,19.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,73.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,71,1341846650.182236,1,42,1834,467,268,0.845473,0.016527,0.271979,596.0,16.0,22.0,359.0,3.0,18.0,18.0,40.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,16.0,14.0,13.0,18.0,3.0,6.0,6.0,2.0,2.0,0.0,2.0,5.0,3.0,3.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,77,1341846650.382075,1,42,1735,433,230,0.943250,0.018031,0.301292,478.0,5.0,18.0,441.0,2.0,7.0,14.0,42.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,69.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,78,1341846650.414224,1,43,1792,442,211,0.960747,0.017498,0.326038,479.0,10.0,8.0,470.0,2.0,11.0,37.0,54.0,54.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,8.0,3.0,11.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,79,1341846650.450353,1,44,1849,469,262,0.983629,0.022881,0.345736,443.0,10.0,5.0,520.0,0.0,0.0,,31.0,31.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,80,1341846650.484849,1,45,1883,455,265,0.993368,0.009739,0.287562,454.0,19.0,16.0,463.0,1.0,2.0,6.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,82,1341846650.550746,1,43,1750,424,214,1.022661,0.012607,0.351794,418.0,23.0,12.0,547.0,0.0,0.0,,23.0,23.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,83,1341846650.582069,1,44,2029,425,253,1.048989,0.026327,0.100247,775.0,11.0,14.0,137.0,1.0,9.0,11.0,11.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,7.0,9.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,85,1341846650.650422,1,45,2217,497,315,1.066018,0.007602,0.126885,711.0,4.0,3.0,182.0,0.0,0.0,,16.0,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,87,1341846650.718110,1,46,2357,576,375,1.087873,0.010141,0.114674,735.0,8.0,2.0,152.0,0.0,9.0,,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,9.0,7.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,91,1341846650.850139,1,44,2262,505,287,1.141121,0.018516,0.126553,698.0,2.0,3.0,179.0,0.0,0.0,,54.0,54.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,76.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,92,1341846650.886238,1,45,2402,474,237,1.153228,0.012107,0.097129,719.0,9.0,9.0,131.0,1.0,0.0,3.0,60.0,60.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,93,1341846650.918288,1,46,2542,584,347,1.164384,0.011156,0.138158,710.0,19.0,16.0,194.0,0.0,11.0,,47.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,11.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,94,1341846650.950233,1,47,2584,620,370,1.182796,0.018412,0.158132,682.0,20.0,17.0,212.0,2.0,4.0,10.0,36.0,36.0,,,,,,,,,0.0,4.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,95,1341846650.986247,1,47,2396,511,283,1.199182,0.016385,0.141185,718.0,29.0,33.0,156.0,1.0,1.0,8.0,40.0,40.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,96,1341846651.018106,1,48,2507,578,338,1.210435,0.011253,0.150433,694.0,23.0,18.0,195.0,0.0,11.0,,39.0,39.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,11.0,11.0,11.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,97,1341846651.050482,1,49,2613,611,356,1.230387,0.019952,0.162207,696.0,22.0,15.0,217.0,2.0,0.0,13.0,32.0,32.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,98,1341846651.086169,1,50,2624,589,328,1.244852,0.014465,0.132959,690.0,27.0,25.0,163.0,10.0,17.0,43.0,43.0,43.0,,,,,,,,,0.0,14.0,9.0,15.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,68.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,101,1341846651.186391,1,48,2499,557,279,1.292342,0.013904,0.113454,695.0,8.0,4.0,132.0,0.0,0.0,,80.0,80.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,102,1341846651.218036,1,49,2557,597,355,1.303837,0.011495,0.130244,702.0,3.0,6.0,153.0,0.0,0.0,,97.0,97.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,103,1341846651.254031,1,50,2597,656,400,1.312625,0.008788,0.144232,710.0,16.0,5.0,161.0,0.0,0.0,,71.0,71.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,104,1341846651.286406,1,51,2626,676,398,1.323998,0.011373,0.146969,708.0,26.0,10.0,165.0,0.0,8.0,,46.0,37.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,107,1341846651.386180,1,51,2476,562,306,1.368863,0.015930,0.158701,709.0,33.0,26.0,173.0,1.0,3.0,6.0,74.0,74.0,,,,,,,,,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,108,1341846651.422237,1,52,2543,574,322,1.386881,0.018018,0.168457,644.0,13.0,15.0,215.0,1.0,1.0,6.0,32.0,30.0,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,109,1341846651.492135,1,53,2657,550,259,1.409575,0.022694,0.192129,665.0,29.0,13.0,231.0,2.0,2.0,6.0,21.0,21.0,,,,,,,,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,110,1341846651.522099,1,54,2704,591,279,1.425624,0.016049,0.164134,718.0,38.0,29.0,164.0,4.0,3.0,7.0,12.0,9.0,,,,,,,,,0.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,112,1341846651.590585,1,54,2629,533,195,1.465236,0.017984,0.194954,721.0,30.0,33.0,223.0,19.0,11.0,39.0,52.0,42.0,,,,,,,,,0.0,8.0,3.0,11.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,113,1341846651.622176,1,55,2708,599,272,1.484208,0.018973,0.161553,756.0,23.0,30.0,152.0,6.0,4.0,10.0,15.0,13.0,,,,,,,,,0.0,2.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4_samebuild,114,1341846651.654223,1,56,2770,609,283,1.505679,0.021471,0.171930,703.0,26.0,27.0,198.0,0.0,0.0,,19.0,17.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
